Sample number,Production area,Bed ID,Local authority,"Grid reference

Note 1             ",Sampling point,Date sample collected,"Alexandrium spp. 
cells L-1
(PSP)","Dinophysiaceae 
cells L-1
(DSP)","Prorocentrum lima 
cells L-1
(DSP)","Pseudo-nitzschia spp. 
cells L-1
(ASP) ","Ligulodinium polyedrum 
cells L-1
(Yessotoxin)","Protoceratium reticulatum 
cells L-1
(Yessotoxin) ","Prorocentrum cordatum 
cells L-1
(Venerupin) ",,,thresholds_reached
570/21,,,Maldon DC,,Woodup pool,7/27/21,-1.0,-1.0,-1.0,-1.0,"NOT TESTED, SUBMITTED IN ERROR","NOT TESTED, SUBMITTED IN ERROR","NOT TESTED, SUBMITTED IN ERROR",,,0
571/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,7/27/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
572/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,7/27/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
573/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,7/27/21,0.0,80.0,0.0,3120.0,ND,ND,ND,,,0
574/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,7/27/21,0.0,0.0,0.0,720.0,ND,ND,ND,,,0
575/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,7/27/21,0.0,40.0,0.0,1000.0,ND,40,ND,,,0
576/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,7/27/21,0.0,40.0,0.0,80.0,ND,120,ND,,,0
577/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,7/26/21,0.0,40.0,0.0,80.0,ND,ND,ND,,,0
578/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,7/28/21,160.0,40.0,0.0,1000.0,ND,ND,ND,,,1
579/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,7/28/21,240.0,0.0,0.0,360.0,ND,ND,ND,,,1
580/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,7/28/21,240.0,0.0,0.0,360.0,ND,ND,40,,,1
581/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,7/28/21,0.0,0.0,0.0,3280.0,ND,ND,40,,,0
582/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,7/28/21,0.0,0.0,0.0,2700.0,ND,ND,ND,,,0
583/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,7/28/21,0.0,40.0,0.0,1360.0,ND,ND,ND,,,0
584/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,7/29/21,0.0,0.0,0.0,80.0,ND,ND,ND,,,0
585/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,8/2/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
586/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,8/2/21,0.0,40.0,0.0,3000.0,ND,ND,ND,,,0
587/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,8/2/21,0.0,0.0,0.0,11160.0,ND,ND,ND,,,0
588/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/2/21,0.0,80.0,0.0,9400.0,ND,ND,ND,,,0
589/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,8/2/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
590/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,8/2/21,0.0,80.0,0.0,160.0,ND,ND,4160,,,0
591/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,8/3/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
593/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,8/3/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
594/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/3/21,500.0,0.0,0.0,200.0,ND,ND,ND,,,1
595/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/3/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
596/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,8/3/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
597/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/4/21,100.0,0.0,0.0,2500.0,ND,ND,100,,,1
598/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/4/21,40.0,0.0,0.0,0.0,ND,ND,760,,,1
599/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/4/21,0.0,0.0,0.0,240.0,ND,ND,240,,,0
600/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,8/4/21,0.0,0.0,0.0,0.0,ND,ND,40,,,0
601/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,8/5/21,0.0,0.0,40.0,0.0,ND,ND,ND,,,0
602/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,8/5/21,0.0,0.0,0.0,6000.0,ND,ND,ND,,,0
603/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,8/5/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
604/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,8/9/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
605/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,8/9/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
606/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,8/8/21,0.0,40.0,40.0,0.0,ND,ND,ND,,,0
607/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,8/9/21,0.0,0.0,0.0,12640.0,ND,ND,ND,,,0
608/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,8/9/21,0.0,0.0,0.0,500.0,ND,ND,ND,,,0
609/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,8/9/21,0.0,0.0,0.0,2400.0,ND,ND,400,,,0
610/21,The Wash,B003V,Boston BC,TF44234098,Toft,8/9/21,0.0,0.0,0.0,300.0,ND,ND,ND,,,0
611/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,8/10/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
612/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
613/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,8/9/21,0.0,0.0,100.0,0.0,ND,ND,ND,,,1
614/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
615/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/10/21,0.0,0.0,0.0,520.0,ND,ND,ND,,,0
616/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
617/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,8/9/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
618/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
619/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
620/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
621/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
622/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,8/9/21,0.0,0.0,0.0,560.0,ND,ND,ND,,,0
623/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,8/10/21,0.0,0.0,0.0,80.0,ND,ND,ND,,,0
624/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/11/21,0.0,40.0,0.0,480.0,ND,ND,40,,,0
625/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/11/21,0.0,0.0,0.0,160.0,ND,ND,120,,,0
626/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/11/21,0.0,0.0,0.0,200.0,ND,ND,ND,,,0
627/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,8/11/21,0.0,0.0,0.0,12280.0,ND,ND,40,,,0
628/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,8/10/21,0.0,0.0,0.0,6280.0,ND,ND,ND,,,0
629/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,8/11/21,0.0,0.0,0.0,2600.0,ND,ND,ND,,,0
630/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,8/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
631/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,8/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
632/21,Swale,B076P,Swale BC,TR01316497,The Causeway,8/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
633/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,8/11/21,0.0,0.0,0.0,3300.0,ND,ND,ND,,,0
634/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/11/21,0.0,0.0,0.0,5040.0,ND,ND,ND,,,0
635/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,8/11/21,0.0,0.0,0.0,920.0,ND,ND,ND,,,0
636/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,8/10/21,0.0,0.0,0.0,16480.0,ND,ND,ND,,,0
637/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,8/10/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
638/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,8/12/21,0.0,0.0,0.0,15200.0,ND,ND,ND,,,0
639/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,8/16/21,0.0,0.0,0.0,13720.0,ND,ND,ND,,,0
640/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,8/16/21,0.0,40.0,0.0,188000.0,ND,ND,ND,,,1
641/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/16/21,0.0,0.0,0.0,43520.0,ND,ND,40,,,0
642/21,Portland,B25AK,Dorset Council,SY68707757,Site A,8/16/21,0.0,0.0,0.0,880.0,ND,ND,ND,,,0
643/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,8/16/21,0.0,0.0,0.0,680.0,ND,ND,ND,,,0
644/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,8/16/21,0.0,0.0,0.0,39680.0,ND,ND,ND,,,0
645/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,8/17/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
646/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,8/18/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
647/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,8/18/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
649/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/18/21,0.0,0.0,0.0,520.0,ND,ND,ND,,,0
650/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,8/18/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
651/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,8/18/21,0.0,0.0,0.0,17960.0,ND,ND,ND,,,0
652/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,8/18/21,-1.0,-1.0,-1.0,-1.0,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment",,,0
654/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,8/19/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
655/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,8/19/21,0.0,0.0,0.0,3840.0,ND,ND,ND,,,0
656/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,8/19/21,0.0,0.0,0.0,30760.0,ND,ND,ND,,,0
657/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,8/23/21,0.0,0.0,0.0,1400.0,ND,ND,ND,,,0
658/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/23/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
659/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,8/23/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
660/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,8/23/21,0.0,40.0,0.0,160.0,ND,ND,ND,,,0
661/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,8/23/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
662/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,8/24/21,0.0,0.0,400.0,0.0,ND,ND,ND,,,1
663/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,8/24/21,0.0,0.0,0.0,6600.0,ND,ND,ND,,,0
664/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,8/23/21,0.0,0.0,0.0,560.0,ND,ND,ND,,,0
665/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/24/21,0.0,40.0,0.0,80.0,ND,ND,ND,,,0
666/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
667/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
668/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,8/23/21,0.0,40.0,0.0,5400.0,ND,ND,ND,,,0
669/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,8/24/21,0.0,0.0,0.0,480.0,ND,ND,ND,,,0
670/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,8/24/21,0.0,0.0,0.0,1480.0,ND,ND,ND,,,0
671/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
672/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,8/24/21,0.0,0.0,0.0,200.0,ND,ND,ND,,,0
673/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
674/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,8/24/21,0.0,0.0,0.0,200.0,ND,ND,ND,,,0
675/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,8/23/21,0.0,0.0,0.0,3800.0,ND,ND,ND,,,0
676/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,8/23/21,0.0,0.0,0.0,1440.0,ND,ND,ND,,,0
677/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,8/25/21,0.0,0.0,0.0,2000.0,ND,ND,ND,,,0
678/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
679/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,8/24/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
680/21,Dart,B028B,South Hams DC,SX87415599,Waddeton,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
681/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
682/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
683/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,8/25/21,0.0,200.0,0.0,6200.0,ND,ND,ND,,,1
685/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
686/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
687/21,Portland,B25AK,Dorset Council,SY68707757,Site A,8/31/21,40.0,0.0,0.0,560.0,ND,ND,ND,,,1
688/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,8/30/21,0.0,280.0,0.0,0.0,ND,ND,ND,,,1
689/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/30/21,0.0,1880.0,0.0,0.0,ND,ND,ND,,,1
690/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,8/31/21,0.0,0.0,0.0,520.0,ND,ND,ND,,,0
691/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/1/21,0.0,100.0,0.0,0.0,ND,ND,ND,,,1
692/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/1/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
693/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,9/1/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
694/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/2/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
695/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/2/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
697/21,The Wash,B003V,Boston BC,TF44234098,Toft,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
698/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
699/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/6/21,0.0,320.0,0.0,0.0,ND,ND,ND,,,1
700/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/6/21,0.0,2960.0,0.0,0.0,ND,ND,40,,,1
701/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,9/6/21,0.0,1400.0,0.0,0.0,ND,ND,ND,,,1
702/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,9/6/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
703/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/6/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
704/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,9/5/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
705/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
706/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
707/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/6/21,0.0,0.0,0.0,560.0,ND,ND,ND,,,0
708/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/7/21,0.0,0.0,0.0,480.0,ND,ND,ND,,,0
709/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
710/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
711/21,Portland,B25AK,Dorset Council,SY68707757,Site A,9/7/21,0.0,40.0,0.0,160.0,ND,ND,ND,,,0
712/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/7/21,0.0,0.0,0.0,320.0,ND,ND,ND,,,0
713/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
714/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
715/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
716/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
717/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/7/21,0.0,40.0,0.0,0.0,ND,ND,ND,,,0
718/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/6/21,0.0,400.0,0.0,0.0,ND,ND,ND,,,1
719/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,9/6/21,0.0,0.0,0.0,11600.0,ND,ND,ND,,,0
720/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
721/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
722/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
723/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
724/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/8/21,0.0,400.0,0.0,80.0,ND,ND,40,,,1
725/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,9/7/21,0.0,0.0,0.0,720.0,ND,ND,ND,,,0
726/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,9/8/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
727/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
728/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,9/8/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
729/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
730/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
732/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
733/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,9/9/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
734/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,9/9/21,0.0,0.0,0.0,25800.0,ND,ND,ND,,,0
735/21,Swale,B076P,Swale BC,TR01316497,The Causeway,9/9/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
736/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/13/21,0.0,480.0,0.0,0.0,ND,ND,ND,,,1
737/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/13/21,0.0,1320.0,0.0,160.0,ND,ND,ND,,,1
738/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,9/13/21,0.0,0.0,0.0,5720.0,ND,ND,ND,,,0
739/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/14/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
740/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/14/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
741/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,9/14/21,0.0,0.0,0.0,1400.0,ND,ND,ND,,,0
742/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/13/21,0.0,80.0,0.0,160.0,ND,ND,ND,,,0
743/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/15/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
745/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/15/21,0.0,160.0,0.0,400.0,ND,ND,80,,,1
746/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,9/15/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
747/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,9/15/21,0.0,0.0,0.0,600.0,ND,ND,ND,,,0
748/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,9/15/21,0.0,0.0,0.0,280.0,ND,ND,ND,,,0
749/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,9/16/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
750/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/16/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
751/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/20/21,0.0,240.0,0.0,0.0,ND,ND,ND,,,1
752/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/20/21,0.0,1000.0,0.0,0.0,ND,ND,ND,,,1
753/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/20/21,0.0,0.0,0.0,400.0,ND,ND,100,,,0
754/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/20/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
755/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/21/21,0.0,0.0,0.0,960.0,ND,ND,ND,,,0
756/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,9/21/21,0.0,0.0,18520.0,0.0,ND,ND,ND,,,1
757/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,9/21/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
758/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,9/20/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
759/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,9/21/21,0.0,0.0,0.0,800.0,ND,ND,ND,,,0
760/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/21/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
761/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/21/21,0.0,120.0,0.0,440.0,ND,ND,ND,,,1
762/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/21/21,0.0,0.0,0.0,0.0,ND,ND,200,,,0
